matchnested2.metta	TRACED	0/1	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
matchsingle.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=2	rejected=0	exit=0	budget=3000000	seconds=0.102	
matchtypes.metta	TRACED	6/6	CHECKED	6	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
math.metta	TRACED	0/19	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
meta_types.metta	TRACED	0/6	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
metta4_prog.metta	TRACED	2/3	CHECKED	2	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
mettaset.metta	TRACED	0/9	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
multicall.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.102	
multiset_operations.metta	TRACED	0/4	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
nestedcons.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
once.metta	TRACED	0/2	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
patrick_iterate_fib.metta	TRACED	1/0	CHECKED	1	TRACE-FAIL	trusted=0	rejected=0	exit=1	budget=3000000	seconds=14.811	INTERNAL PANIC: out of memory
pln_roman.metta	TRACED	0/0	CHECKED	0	TRACE-FAIL	trusted=0	rejected=0	exit=-9	budget=3000000	seconds=60.256	
pln_tuffy.metta	TRACED	0/0	CHECKED	0	TRACE-FAIL	trusted=0	rejected=0	exit=-9	budget=3000000	seconds=60.246	
plntest.metta	TRACED	0/0	CHECKED	0	TRACE-FAIL	trusted=0	rejected=0	exit=1	budget=3000000	seconds=14.011	INTERNAL PANIC: out of memory
plntestdirect.metta	TRACED	0/0	CHECKED	0	TRACE-FAIL	trusted=0	rejected=0	exit=-9	budget=3000000	seconds=60.145	
recursive_types2.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
roman_test.metta	TRACED	7/18	CHECKED	7	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
selfprog.metta	TRACED	0/4	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
smartdispatch.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
spacefunction.metta	TRACED	2/8	CHECKED	2	PARTIAL	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.102	
spaces.metta	TRACED	0/1	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
spaces2.metta	TRACED	2/3	CHECKED	2	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
spaces3.metta	TRACED	0/7	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
spaces_find.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.101	
state.metta	TRACED	0/4	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
streamops.metta	TRACED	0/4	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
supercollapse.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=6.005	
superpose_nested.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.502	
test_alpha_unique_atom.metta	TRACED	0/13	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_backward_v02.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_backward_v03.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_backward_v04.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_backward_v05.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_backward_v06.metta	TRACED	5/7	CHECKED	5	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_backward_v06_fixed.metta	TRACED	5/7	CHECKED	5	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_backward_v07.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_backward_v08.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_backward_v09.metta	TRACED	10/10	CHECKED	10	PLEATTA-CERTIFIED	trusted=5	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_collapse.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=2	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_deduce_raw.metta	TRACED	3/3	CHECKED	3	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_evidence_kind.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_evidence_kind_import.metta	TRACED	6/6	CHECKED	6	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_evidence_kind_inline.metta	TRACED	5/5	CHECKED	5	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_let_match.metta	TRACED	3/3	CHECKED	3	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_match_3arg.metta	TRACED	3/3	CHECKED	3	PLEATTA-CERTIFIED	trusted=1	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_match_simple.metta	TRACED	5/5	CHECKED	3	PARTIAL	trusted=0	rejected=2	exit=0	budget=3000000	seconds=0.102	test_match_simple-q3-0.sexp:REJECTED: derivation does not check against the program | test_match_simple-q4-0.sexp:REJECTED: derivation does not check against the program
test_match_simple2.metta	TRACED	1/1	CHECKED	1	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_nal_import.metta	TRACED	3/5	CHECKED	3	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_nal_test_primitive.metta	TRACED	7/9	CHECKED	7	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_nal_v032.metta	TRACED	3/7	CHECKED	3	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_nal_v033.metta	TRACED	1/5	CHECKED	1	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_nal_v034.metta	TRACED	1/7	CHECKED	1	PARTIAL	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
test_protocosmoMain.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_stv_match.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
test_ulc_accessors.metta	TRACED	3/3	CHECKED	3	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.101	
tests.metta	TRACED	0/1	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
twostage.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
types.metta	TRACED	0/13	CHECKED	0	NOTRACE	trusted=0	rejected=0	exit=0	budget=0	seconds=0.102	
types_dependent.metta	TRACED	2/2	CHECKED	2	PLEATTA-CERTIFIED	trusted=0	rejected=0	exit=0	budget=3000000	seconds=0.102	
xor.metta	TRACED	2/2	CHECKED	0	PARTIAL	trusted=0	rejected=2	exit=0	budget=3000000	seconds=0.102	xor-q0-0.sexp:REJECTED: derivation does not check against the program | xor-q1-0.sexp:REJECTED: derivation does not check against the program
superpose_primes.metta	TRACED	0/0	CHECKED	0	TRACE-FAIL	trusted=0	rejected=0	exit=-9	budget=3000000	seconds=60.137	
